fileName,startFrame,endFrame,label
DGIkkdxMrWc_30fps,13934,13953,FH ND
DGIkkdxMrWc_30fps,14397,14423,FH U
DGIkkdxMrWc_30fps,15574,15596,BH U
DGIkkdxMrWc_30fps,15922,15937,FH U
DGIkkdxMrWc_30fps,16250,16271,BH U
DGIkkdxMrWc_30fps,16559,16578,BH U
DGIkkdxMrWc_30fps,16925,16944,BH U
DGIkkdxMrWc_30fps,17619,17639,FH U
DGIkkdxMrWc_30fps,17975,17996,BH U
DGIkkdxMrWc_30fps,18226,18249,BH U
DGIkkdxMrWc_30fps,18710,18732,FH U
DGIkkdxMrWc_30fps,18916,18936,BH U
DGIkkdxMrWc_30fps,19085,19111,S U
DGIkkdxMrWc_30fps,19272,19302,S U
DGIkkdxMrWc_30fps,19482,19508,S U
DGIkkdxMrWc_30fps,19640,19667,S U
DGIkkdxMrWc_30fps,19831,19859,S U
DGIkkdxMrWc_30fps,20034,20059,S U
DGIkkdxMrWc_30fps,20249,20274,S U
DGIkkdxMrWc_30fps,20578,20606,S U
DGIkkdxMrWc_30fps,20788,20814,S U
DGIkkdxMrWc_30fps,21008,21035,S U
DGIkkdxMrWc_30fps,21170,21197,S U
DGIkkdxMrWc_30fps,21361,21390,S U
DGIkkdxMrWc_30fps,21538,21567,S U
DGIkkdxMrWc_30fps,21785,21812,S U
DGIkkdxMrWc_30fps,22161,22188,S U
DGIkkdxMrWc_30fps,22410,22436,S U
DGIkkdxMrWc_30fps,22567,22591,S U
DGIkkdxMrWc_30fps,22759,22783,S U
DGIkkdxMrWc_30fps,22928,22953,S U
DGIkkdxMrWc_30fps,23196,23223,S U
DGIkkdxMrWc_30fps,23415,23439,S U
DGIkkdxMrWc_30fps,23619,23643,S U
DGIkkdxMrWc_30fps,23872,23900,S U
DGIkkdxMrWc_30fps,24079,24102,S U
DGIkkdxMrWc_30fps,24297,24322,S U
DGIkkdxMrWc_30fps,24589,24616,S U
DGIkkdxMrWc_30fps,24796,24820,S U
DGIkkdxMrWc_30fps,24901,24924,FH U
DGIkkdxMrWc_30fps,24963,24984,FH U
DGIkkdxMrWc_30fps,25028,25046,FH U
DGIkkdxMrWc_30fps,25083,25105,FH U
DGIkkdxMrWc_30fps,25140,25162,FH U
DGIkkdxMrWc_30fps,25281,25299,FH U
DGIkkdxMrWc_30fps,25348,25364,BH U
DGIkkdxMrWc_30fps,25402,25419,FH U
DGIkkdxMrWc_30fps,25600,25618,FH U
DGIkkdxMrWc_30fps,25659,25678,FH U
DGIkkdxMrWc_30fps,25720,25734,BH U
DGIkkdxMrWc_30fps,25875,25890,BH U
DGIkkdxMrWc_30fps,25930,25948,FH U
DGIkkdxMrWc_30fps,25987,26000,BH U
DGIkkdxMrWc_30fps,26038,26055,BH U
DGIkkdxMrWc_30fps,26186,26200,BH U
DGIkkdxMrWc_30fps,26242,26262,BH U
DGIkkdxMrWc_30fps,28238,28267,FH U
DGIkkdxMrWc_30fps,28337,28361,FH U
DGIkkdxMrWc_30fps,28428,28453,FH U
DGIkkdxMrWc_30fps,28520,28545,FH U
DGIkkdxMrWc_30fps,28609,28632,FH U
DGIkkdxMrWc_30fps,28696,28720,FH U
DGIkkdxMrWc_30fps,28781,28808,FH U
DGIkkdxMrWc_30fps,28865,28888,FH U
DGIkkdxMrWc_30fps,28956,28973,BH U
DGIkkdxMrWc_30fps,29033,29058,BH U
DGIkkdxMrWc_30fps,29124,29152,FH U
DGIkkdxMrWc_30fps,29207,29231,FH U
DGIkkdxMrWc_30fps,29290,29313,FH U
DGIkkdxMrWc_30fps,29375,29396,BH U
DGIkkdxMrWc_30fps,29450,29473,FH U
DGIkkdxMrWc_30fps,29541,29560,BH U
DGIkkdxMrWc_30fps,29629,29648,BH U
DGIkkdxMrWc_30fps,29709,29729,BH U
DGIkkdxMrWc_30fps,30092,30112,FH U
DGIkkdxMrWc_30fps,30186,30209,FH U
DGIkkdxMrWc_30fps,30260,30284,FH U
DGIkkdxMrWc_30fps,30335,30351,BH U
DGIkkdxMrWc_30fps,30418,30439,FH U
DGIkkdxMrWc_30fps,30491,30509,FH U
DGIkkdxMrWc_30fps,30629,30649,FH U
DGIkkdxMrWc_30fps,30705,30722,BH U
DGIkkdxMrWc_30fps,30783,30806,FH U
DGIkkdxMrWc_30fps,30862,30880,BH U
DGIkkdxMrWc_30fps,30938,30955,FH U
DGIkkdxMrWc_30fps,31011,31032,FH U
DGIkkdxMrWc_30fps,31084,31102,BH U
DGIkkdxMrWc_30fps,31163,31179,BH U
DGIkkdxMrWc_30fps,31395,31417,FH U
DGIkkdxMrWc_30fps,31473,31494,FH U
DGIkkdxMrWc_30fps,31544,31560,FH U
DGIkkdxMrWc_30fps,31676,31697,FH U
DGIkkdxMrWc_30fps,31746,31765,FH U
DGIkkdxMrWc_30fps,31822,31844,FH U
DGIkkdxMrWc_30fps,31897,31913,FH U
DGIkkdxMrWc_30fps,31974,31990,BH U
DGIkkdxMrWc_30fps,32050,32071,FH U
DGIkkdxMrWc_30fps,32187,32210,FH U
DGIkkdxMrWc_30fps,32258,32276,FH U
DGIkkdxMrWc_30fps,32326,32349,FH U
DGIkkdxMrWc_30fps,32399,32420,BH U
DGIkkdxMrWc_30fps,32658,32681,FH U
DGIkkdxMrWc_30fps,32936,32951,FH U
DGIkkdxMrWc_30fps,33184,33201,FH U
DGIkkdxMrWc_30fps,33348,33367,FH U
